model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType,useForward,neighborhoodsize,mvlmean,mvlvar,klideal,covdivideal,meandivideal,entropydivideal
truth,9,1,1,,,,,0,,,,,0,none,,,,none,,,17.558540930924256,0,,,,
observed,9,1,1,,,,,0,,,,,0,none,,,,none,,,17.460220661349595,0,,,,
ideal,9,1,1,80,1280,16,0,0,,,,,0,none,,,0.7598374384108344,none,,,18,1.2000000000000002,,,,
particle,9,1,1,80,1280,16,0,0,1.0518538236996589,1.7426588020088662,0.012626680216671227,-0.7034316585258786,0,none,,,0.7109805484733895,none,,,17.76774885874992,0.5878623172067489,,,,
franken,9,1,1,80,1280,16,0,0,0.002983259904472865,0.021491156205272643,0.00012343256563820303,-0.018631328866437983,0,none,,,0.7726790061783158,none,,4,17.982027113570737,1.1696593552227568,0.004252290353466423,0.02897997898420801,0.000168076460221139,-0.024895765090962724
truth,9,1,2,,,,,0,,,,,0,none,,,,none,,,65.36943718791642,0,,,,
observed,9,1,2,,,,,0,0.22319178040768528,0,0.22319178040768528,0,0,none,,,,none,,,65.19920266430641,60,,,,
ideal,9,1,2,80,1280,16,0,0,0.002762073104618569,0.04002807273728496,0.00018212015357760715,-0.037448119786243995,0,none,,,0.35203937036585964,none,,,64.73759677027897,0.14853300733496155,,,,
particle,9,1,2,80,1280,16,0,0,NaN,NaN,NaN,NaN,0,none,0.618172709,,NaN,none,,,NaN,NaN,,,,
franken,9,1,2,80,1280,16,0,0,NaN,NaN,NaN,NaN,0,none,0.233009633,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,3,,,,,0,,,,,0,none,,,,none,,,2487.3247193575844,0,,,,
observed,9,1,3,,,,,0,1600.341888741635,0,1600.341888741635,0,0,none,,,,none,,,2487.4404865863357,60,,,,
ideal,9,1,3,80,1280,16,1,0,0.00310699427079218,0.028310135559141674,49909332509938806e-21,-0.025253050620859432,0,none,,,1611.6889660093402,none,,,2463.746654801435,0.14853300733496155,,,,
particle,9,1,3,80,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.011611288,,NaN,none,,,NaN,NaN,,,,
franken,9,1,3,80,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.012098293,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,4,,,,,0,,,,,0,none,,,,none,,,190701380.90360016,0,,,,
observed,9,1,4,,,,,0,2683426912747.1904,0,2683426912747.1904,0,0,none,,,,none,,,190701381.05548954,60,,,,
ideal,9,1,4,80,1280,16,1,0,0.004566720372963499,-0.02006125415634045,0.00021639043734850852,0.024411584091955443,0,none,,,2822237433609.378,none,,,188836724.24443817,0.14853300733496155,,,,
