model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType,useForward,neighborhoodsize,mvlmean,mvlvar,klideal,covdivideal,meandivideal,entropydivideal
truth,9,1,1,,,,,0,,,,,0,none,,,,none,,,22.496474346389345,0,,,,
observed,9,1,1,,,,,0,,,,,0,none,,,,none,,,22.274338310186746,0,,,,
ideal,9,1,1,800,128000,1600,0,0,,,,,0,none,,,0.9778753678574565,none,,,24,1.2000000000000002,,,,
particle,9,1,1,800,128000,1600,0,0,0.00408381325509094,-0.016770161224309188,0.00028325415100848304,0.020570720328391644,0,none,,,0.9876287438064351,none,,,24.02635635657969,1.168375787415003,,,,
franken,9,1,1,800,128000,1600,0,0,66233454285995865e-22,-0.0014577828204735226,7431735315015926e-22,0.0014636629923706207,0,none,,,0.977583242925043,none,,4,24.00086374797533,1.203436494998141,21567289786714704e-21,-0.0026386488356976434,10262097436890495e-22,0.0026591899157406692
truth,9,1,2,,,,,0,,,,,0,none,,,,none,,,140.16663892624328,0,,,,
observed,9,1,2,,,,,0,0.030748241559569414,0,0.030748241559569414,0,0,none,,,,none,,,139.86980202938,60,,,,
ideal,9,1,2,800,128000,1600,0,0,0.0035495863603267814,-0.019943337693471157,6573525293592585e-20,0.023427188800862014,0,none,,,0.5012118113542857,none,,,139.9456594767315,0.14917127071823266,,,,
particle,9,1,2,800,128000,1600,0,0,9069712231053913e5,9069712231053913e5,0.0010093792426487886,-36.869355224308755,0,none,0.658557164,,13.797546274703173,none,,,137.0201524983115,67458273073341095e-22,,,,
franken,9,1,2,800,128000,1600,0,0,NaN,NaN,NaN,NaN,0,none,25.687559374,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,3,,,,,0,,,,,0,none,,,,none,,,28977.230412792116,0,,,,
observed,9,1,3,,,,,0,2.002755726270919,0,2.002755726270919,0,0,none,,,,none,,,28976.775975272587,60,,,,
ideal,9,1,3,800,128000,1600,1,0,0.002145455530773676,-0.018331023244395023,10705900962351137e-21,0.02046577287420635,0,none,,,2.5864661548236683,none,,,28978.27704544877,0.14917127071823266,,,,
particle,9,1,3,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.019754595,,NaN,none,,,NaN,NaN,,,,
franken,9,1,3,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.559885648,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,4,,,,,0,,,,,0,none,,,,none,,,417281483239.41406,0,,,,
observed,9,1,4,,,,,0,766718383625.1488,0,766718383625.1488,0,0,none,,,,none,,,417281483239.4072,60,,,,
ideal,9,1,4,800,128000,1600,1,0,0.0046746662168096155,4478037718339915e-21,2792115881246281e-20,0.004642267020278816,0,none,,,732674377331.6025,none,,,417281217805.02936,0.14917127071823266,,,,
particle,9,1,4,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.066624602,,NaN,none,,,NaN,NaN,,,,
franken,9,1,4,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.740677529,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,5,,,,,0,,,,,0,none,,,,none,,,7208028453881596e17,0,,,,
observed,9,1,5,,,,,0,5565514498085881e34,0,5565514498085881e34,0,0,none,,,,none,,,7208028453881596e17,60,,,,
ideal,9,1,5,800,128000,1600,1,0,7282000586442417e59,666665.1666666666,7282000586442417e59,0,0,none,,,26133562439015775e34,none,,,7208028732613461e17,0.14917127071823266,,,,
particle,9,1,5,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.003981103,,NaN,none,,,NaN,NaN,,,,
franken,9,1,5,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.465102831,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,6,,,,,0,,,,,0,none,,,,none,,,75948776421966605e80,0,,,,
observed,9,1,6,,,,,0,61227728477092306e159,0,61227728477092306e159,0,0,none,,,,none,,,75948776421966605e80,60,,,,
ideal,9,1,6,800,128000,1600,1,0,Inf,Inf,Inf,Inf,0,none,,,5926213852179138e160,none,,,7594877647965108e81,0.14917127071823266,,,,
particle,9,1,6,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.003625925,,NaN,none,,,NaN,NaN,,,,
franken,9,1,6,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.691410674,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,7,,,,,0,,,,,0,none,,,,none,,,181753176309513e274,0,,,,
observed,9,1,7,,,,,0,Inf,0,Inf,0,0,none,,,,none,,,181753176309513e274,60,,,,
ideal,9,1,7,800,128000,1600,1,0,NaN,NaN,Inf,NaN,0,none,,,Inf,none,,,18175317631999962e272,0.14917127071823266,,,,
particle,9,1,7,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.003574554,,NaN,none,,,NaN,NaN,,,,
franken,9,1,7,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.566220678,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,8,,,,,0,,,,,0,none,,,,none,,,Inf,0,,,,
observed,9,1,8,,,,,0,NaN,0,NaN,0,0,none,,,,none,,,NaN,60,,,,
ideal,9,1,8,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,,,NaN,none,,,NaN,0.14917127071823266,,,,
particle,9,1,8,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.003712918,,NaN,none,,,NaN,NaN,,,,
franken,9,1,8,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.606613184,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,9,,,,,0,,,,,0,none,,,,none,,,NaN,0,,,,
observed,9,1,9,,,,,0,NaN,0,NaN,0,0,none,,,,none,,,NaN,60,,,,
ideal,9,1,9,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,,,NaN,none,,,NaN,0.14917127071823266,,,,
particle,9,1,9,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.005237676,,NaN,none,,,NaN,NaN,,,,
franken,9,1,9,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.473169458,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,10,,,,,0,,,,,0,none,,,,none,,,NaN,0,,,,
observed,9,1,10,,,,,0,NaN,0,NaN,0,0,none,,,,none,,,NaN,60,,,,
ideal,9,1,10,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,,,NaN,none,,,NaN,0.14917127071823266,,,,
particle,9,1,10,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.002675547,,NaN,none,,,NaN,NaN,,,,
franken,9,1,10,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.669963868,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,11,,,,,0,,,,,0,none,,,,none,,,NaN,0,,,,
observed,9,1,11,,,,,0,NaN,0,NaN,0,0,none,,,,none,,,NaN,60,,,,
ideal,9,1,11,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,,,NaN,none,,,NaN,0.14917127071823266,,,,
particle,9,1,11,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.003567618,,NaN,none,,,NaN,NaN,,,,
franken,9,1,11,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.443138922,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,12,,,,,0,,,,,0,none,,,,none,,,NaN,0,,,,
observed,9,1,12,,,,,0,NaN,0,NaN,0,0,none,,,,none,,,NaN,60,,,,
ideal,9,1,12,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,,,NaN,none,,,NaN,0.14917127071823266,,,,
particle,9,1,12,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.003493658,,NaN,none,,,NaN,NaN,,,,
franken,9,1,12,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.426154559,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,13,,,,,0,,,,,0,none,,,,none,,,NaN,0,,,,
observed,9,1,13,,,,,0,NaN,0,NaN,0,0,none,,,,none,,,NaN,60,,,,
ideal,9,1,13,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,,,NaN,none,,,NaN,0.14917127071823266,,,,
particle,9,1,13,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.002398451,,NaN,none,,,NaN,NaN,,,,
franken,9,1,13,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.413806478,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,14,,,,,0,,,,,0,none,,,,none,,,NaN,0,,,,
observed,9,1,14,,,,,0,NaN,0,NaN,0,0,none,,,,none,,,NaN,60,,,,
ideal,9,1,14,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,,,NaN,none,,,NaN,0.14917127071823266,,,,
particle,9,1,14,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.003256843,,NaN,none,,,NaN,NaN,,,,
franken,9,1,14,800,128000,1600,1,0,NaN,NaN,NaN,NaN,0,none,0.611717,,NaN,none,,4,NaN,NaN,,,,
